text,label
"i bought a coupon for this place before i checked the ratings.  tried it on friday because there is  ""flamenco"" show.  at about 7:35pm, a guitarist takes his place on a chair and begins to strum.  hmmm,  not bad i thought.  then a woman with dancing shoes emerges wearing a frilly, nylon, pink dress which could have easily been a nightgown.  (not trying to be mean, just telling the truth).  she did two dances and during the rest of her time, she sat down and  clapped along while the guitarist played.   when i presented the coupon, the waiter told me that i had to order two entrees.  having read from other yelpers that they had been told the same, i quickly corrected the waiter and told him that the coupon said, $40 worth of food not necessarily entrees.  they acquiesced. they served us hot rolls, no butter.  instead, a garlicky ranch type dressing.  i put up with it.  cost saving measure i guess.  my friend ordered the chicken al jerez, a chicken cutlet in sherry sauce.  he didn't want rice so he got vegetables.  on the menu in the restaurant, it doesn't specify that dishes come with soup or salad as it does on the internet.  i told the waiter and he added a salad. the chicken was overdone, but the taste of the sauce was good.  mushrooms on the chicken were out of a can.  salad was fresh  i had two appetizers.  empanadas & shrimp wrapped in bacon.  empanadas should be meat filled turnovers.  not here.  it was made with pizza dough stuffed with tomato sauce and slivers of chicken so small that i had to closely check it to be sure what it was.  i set it aside because it was not worth eating.  the waiter saw this and offered to get me another appetizer.  nice guy.  ordered tortilla espanola, a traditional fritata containing sliced potatoes, in its place.  it was good.  you can't hurt a frittata. just dump stuff in the eggs and you're done.  i enjoyed the shrimp and bacon appetizer (i think trader joe's sells these frozen)  until i awoke last night with heartburn.  i remember eating them and thinking that the bacon was not totally crisped up (needed more time in the oven).  my fault for not telling them.   the saving grace of this evening was the server who waited on us and really tried to please us.  the one star is for him.  the owner who had greeted us initially at the door was busy setting tables with tablecloths (another cost-cutting measure?) instead of checking in on his patrons.  i for one do not recommend this place to anyone.",0
"i donno if i just didn't go in on a good day, but eh. we had ordered sichuan beef and general chicken...it tasted exactly the same. salty and not spicy at all. fried wontons i couldn't even chew.  the lettuce wraps were ok...little bland. only good thing that we ate all of was the hot and sour soup. everything else we sadly threw away.",0
"the array of seafood they offer here for the price is truly impressive. you can sample sushi and sashimi to mussels and crab legs. they always feature salmon and sometimes even have crawfish! there's a whole lot to pick from and usually the price is around $20 per person. it's hard to beat the value you get for your hard-earned seafood-snarfin' dollar here!  a couple of things i noticed in the few times i've done the buffet thing here. if you arrive late, the pickin's will be slimmer. there will be some items that you know have sat in the chafing dish that aren't as palatable-looking as they were when first deployed. you have to act fast when the batches of crab legs are put out, since everyone and their mom seems to belly up for another round of these pronto! i also steer clear of a lot of the sushi past 9 p.m. it always looks a little dried-out and curious to me, not something i'm willing to take too much of a chance on.  however, i feel the dining experience here is pleasant. the staff are friendly and helpful. and there is a ton of good seafood to keep you satisfied. there are even things that i'm a little unsure of how to eat, like sea snails or something i couldn't quite recognize. this place is densely frequented by the east valley asian community, which to me says this is the place to find reasonably-priced good seafood. beware though...the competition is fierce for those fresh batches of crab legs! you may have to use your crab cracker to defend your rightly-deserved, hard-fought-and-won portion!",1
"i've been to several conveyor belt sushi type places, and i understand that sushi that travels around on the conveyor belt is not meant to be the ""elite of the elite"" sushi. i've been to some pretty fancy sushi restaurants to true ""authentic ones"" to aj's grocery store type sushi places, i am really not picky!  i appreciate the finesse of what sushi restaurants can come up with.  here, although the service was great. the rice was pretty hard on the rolls. the fish just came out really dry. i really wanted to like this place and my husband and i brought my dad here on a  sunday, and my dad was so disappointed with the sushi, he almost made a scene! i quickly ate a few rolls that i got off the conveyor belt and quickly had my husband get my dad out of there to another sushi place nearby where my dad could order his favorite ""masago roll topped with quail egg sushi."" i explained to him that this sushi place didn't have rolls like that there. they have their own specialty rolls there. however, i couldn't help the fact that my nigiri - mackerel sushi or was it snapper? but anyway, it was dry and chewy. the restaurant just opened that morning and the fish already seemed dry!   i might give this place another chance, especially without my dad, the sushi snob. i just like having this gimmicky type of conveyor belt sushi as an option on this side of town.",0
"great happy hour! be sure to arrive before 6pm to take advantage of their awesome ""island time"" menu (aka happy hour), even available on saturday. our foursome enjoyed cocktails: grapefruit basil martini, mojito and margaritas. everyone was happy. there are great apps on the hh menu too -- the ahi tuna poke is great, and my husband liked the fish tacos. my gluten free friend had a hard time, however. she settled on a salad, but the gf entree options were disappointing. everyone enjoyed his or her meal. great ambiance!",1
"my review hasn't changed for the new place also. we got excited that they had moved to the new location and maybe had overhauled their offerings etc.   although pierre was a delight and very attentive when we were there, the products except for the chocolate croissants were lack luster. the pastries were dry and looked like they had been sitting in an improperly refrigerated box for who knows how long. the place itself has a very odd smell inside. almost like a hint of gutters. this was on a saturday afternoon.   i didn't realized how much the pastries and croissants had cost us until we went out to the car.   go to essence bakery instead.",0
"i have been racking my brain to think of nice things to say about morton's:  * they plastic wrap they use on the ""selection tray"" is very shiny:)  * they have single malt scotch:)  * the lighting is very low if you have light sensitivity problems:)  * the steaks are better than the steaks at lonestar or outback or the buffet at eagles nest in the casino:)  i want to say something nice, because that's how i was raised.  but i'm having trouble.  was the food really bad?...well, no it wasn't a horror show...although medium rare isn't that hard to achieve...i shouldn't have to put up with an over cooked steak (i don't like to send food back when dining with clients...doesn't send the right message)  was the service inept or ill-mannered?...not really, although being asked if everything is ""to my liking"" after every third bite can become cloying (i suppose it's in the manual somewhere:)  was the bill really that bad?...well, my prospective clients actually took me to dinner, so i didn't pay, but i did see the bill...$460 for the three of us, so not as much as some but for that kind of dough i do expect a better meal:)  morton's seem to have become the mcdonald's of steakhouses (as contrasted with ruth's chris...the burger king of steakhouses:)  they are safe...  you won't get the wildly uneven results that you'll find with say...a mastro's location:)  you always know where the toilet is:)...and the bar:)...and the coat room:)...and etc.:)  you always know where the rib-eye is located on the ""selection tray"":)  but the preparation of the food is pedestrian, the presentation is uninspired, the sides are uninspiring and the whole feel is formulaic and dated:(  i do expect more at this price point and morton's just doesn't deliver these days:(  so, just like mickied's, i only go to morton's these days, when i am dragged (or is it ""drugged"":)  are there worse dining experiences?...oh you bet...we could still be dealing with the pink taco:)",0
the food is okay. not something i crave for let alone want to go to with so many other choices around. it's food is average at best.,0
"i'm moved to write a limerick instead of a haiku...this time:)          we stopped at the jungle at lunchtime,       the hummus and schwarma were both fine,       the food is all scrumptious,       the service is bumptious,       all in all, though, we had a good time:)  i just noticed that i wrote an entire limerick without a single reference to nantucket...a first for me:)  a solid 4 stars:)",1
"fifth & wine is a nice wine bar in old town. the staff was great, very helpful. in fact, they sat down with us repeatedly throughout our visit to check on us, tell us a little bit about the place and the menu.   the bruschetta is delicious, inventive and reasonably priced. they only have one sauvignon blanc, but the one they have is pretty good. lots of cozy couch seating in addition to the bar and table set-ups. great happy hour. check it.",1
"ulgh. we knew better. but we had a gift card. how can you resist $25 off your meal, right?  it was a saturday night, peak dinner time. the place was packed. well, it must not have been *too* full, as we were immediately seated. but it certainly felt jammed. that was probably due to the fact that they crammed about 500 tables in the space the size of a starbucks. to boot, those table were stocked with crying babies. lots of crying babies.  i felt kind of bad for our server, who was a big girl. she could barely get through the back to back chairs in order to reach our table. however, during the course of dinner, my sympathy waned, as i realized she sucked as a server. i can't stand having to look at empty dirty plates, and we had to do that a lot. i was also thirsty a lot.   now the food... wow, the food. ok, it started well enough, kind of. first, we got a really yummy loaf of rosemary-laced bread, served with evoo and cracked pepper. that's it. no balsamic or herbs or salt. that would've been fine, if they olive oil was fantastic. but it wasn't.  the blah oil set the tone for the rest of the meal. blah, blah, blah. the only flavor in any dish, was a hint of butter. everything was dreadfully underseasoned. my lobster ravioli primarily tasted of the spinach pasta that surrounded it. it could've really used some garlic, salt, and some herbs.   the whole meal was completely underwhelming, and i was resentful for having spent *any* money on it. damn you, gift card.",0
"unfortunately, i have to update my review for babbo after a negative experience.  seeing as how i don't make it up in that direction much, and i had to go up there today to run an errand, i was very excited about stopping at babbo to pick up a salad for lunch.  i eagerly went to their website, picked out my perfect salad -- the chicken chopped salad, which is new to their menu -- and placed my order.  i stopped by to pick up my salad, paid and came back to work.  to my dismay, once i opened up my salad, i noticed there were things in the salad that i didn't know came in the salad and that i don't eat -- like black olives and mushrooms.  hmmm, i thought, did i make a mistake and order the wrong salad?  so i went back to their website only to learn that they actually gave me the wrong salad!  seriously????  i called the restaurant and the guy who helped me while i was there had already figured out his error and was apologetic for it.  he offered me a free salad the next time i come in, which is fine, even though i don't go there often.  however, considering he had my phone number from my online order, he could've at least tried to call me before i got all the way back to my office.  i had my mouth all ready for a good chopped salad and instead was given some crap i couldn't enjoy.  although i was able to pick out most of the mushrooms, the salad i received was basically inedible for me, because there were so many black olives in it that it was hard to try to pick them all out.    i'm so disappointed.",0
"very nice interior. i love the bar with oyster shooters and the deli and lobster tank!  i'm aware of what fish have the highest mercury, which are substituted and which are lying low on the overfished list. i know what water areas are most polluted and which are not.   i want to know the country of origin my fish is from and whether it is wild caught, sustainable or farmed. when i'm paying for something with my own money i make informative decisions and want to know exactly what i'm getting.     they serve the exact fish that they have on the menu--no substitutes. i think that the majority of consumers aren't aware that restaurants and grocery stores can serve fill-ins or substitutes for the actual fish and essentially lie about what they are serving. yeah thanks to our lazy and corrupt usda.   excellent service from our male waiter--the best i've ever had!",1
"squish squish so you can eat a dish. how crazy is that? they even provide wax paper just for squishing down your food to crush as much as you can into the tiny dish.  i was a first timer and didn't know the squish thing or even had an idea what the wax paper was for until i saw other people displaying humiliating , embarrassing ,  disgraceful behavior crushing down food and then piling maybe as high as 10 inches above the bowl. some people actually had to jump in the air to squish. ( i am sorry now i didn't video and send this up to you tube.)  the meats and vegetables seemed fresh and i didn't notice any vegetables being canned (like at the gag us chain) but i really didn't like the watered down sauces. unlike the other stir fry places here you need to add maybe 7 ladle's of sauces to get the correct flavor and then you get a boiled vegetable dish. yuck!  i know most people enjoy coming here and doing the squish thing eating a boiled dish of food for approx. $10 but i can go to my favorite chinese and get a rice bowl that taste better and is bigger and not crushed food for only $3.50 or spring for the whole lunch plate for only $4.95 so you won't be seeing me here again.  as for stir fry places i like the independent stir fry place on bell rd is better than this place or the gag us chain because i don't have to squish down food , i (don't) but i can go back and get as many stir fry's as i like at that place and the sauces aren't watered down so the food comes out better.   to each his own . different stir fry's for different folks eat what you like!",0
"is it ""location! location! location!"" or ""ambiance! ambiance! ambiance!""? the mission has both; it's in an ideal location to begin a night out on the town, and the restaurant's low lighting and sexy decor will had me feeling just as spicy as the latin-infused fare.  my favorite dish, hands down, was a side of creamy grits with chipotle and honey. everything was tasty, duck empanadas, pork belly pibl, guacamole, though nothing especially stood out as much as that humble side of grits mixed with perfection.  the service was a little over-attentive, but the guy was sweet and obviously trying his best. and he was johnny-on-the-spot with the wine, so who can really complain about a few interruptions?   sexy restaurant. satisfying food.",1
"a vegan place with familiar flavors; don't get me wrong, i love new and interesting cuisine i just think this place will make veganity (is that a word?) accessible to more people.  recommendation: try the crab puffs and the secret bbq chicken sandwich!",1
"the best margarita pizza in town - and we know our pizza. the perfect flavor. great restaurant with a simple menu and good atmosphere. fantastic chicken wings, salads and margarita pizza. the sangria is pretty good too. usually a bit of a wait, but worth it. can do some browsing at the market next door during your wait and grab gelatto after.",1
"im pretty sure i read about kim kardashian's engagement, wedding, and divorce all while i was waiting in the 100 yard line to try on clothes here. seriously, what takes so long to try on clothes?! every h&m i've been to has a ridiculously long line, what's going on in there?  yes, h&m has trendy clothes for cheap (but ya get what you pay for). if you're looking for an item that you won't be able to wash more than twice before it unravels, then this is the place for you. why 2 stars instead of 1, well the answer is simple. i do, on occasion, find some cute top or dress from here that i end up purchasing cause i can't believe the price. but, i'm quickly reminded as to why the price is cheap when i pull my top out of the dryer. this store also has shoes, hats, sunglasses, and jewelry to help accessorize you outfits and these items do seem to last longer then kim k's marriage :)  also, expect to wait long for checkout as well. those extra two employees, behind the register that aren't open, are probably doing something important.",0
"best kept secret on pet supplies in phx.  those hair combs that pull out your pet's extra fur...the furminator i think it's called...1/2 the price in here compared with the regular pet stores.  the staff is very helpful too if you're looking for a specific item!  they have a catalog you can look thru as well, which seemed to help me a lot as this place is a warehouse, not really a store!",1
"thought we'd give bluewater another shot for sushi. bad idea, i guess.   long story short, we wanted to eat lightly and ordered a few vegetable rolls.they weren't on the menu (they used to be, at $4 a roll) so i spoke with the sushi chef (not one of the usuals i see there) and asked him to be creative in whipping something up for us. we were served three boring, small (4 pieces including ends) rolls that were severely lacking in creativity or excitement.   bill comes and we're charged for spicy tuna rolls at $8 a pop. whaaaa? first, we didn't eat spicy tuna. we're told that's what they charge for vegetable rolls because they're not on the menu. okay...but again, we didn't order spicy tuna, in fact we ordered the very opposite. and $8 a roll means we would pay $2 per piece of vegetable sushi. no way, man.   it was only after haggling with our server and two managers that we were able to have our bill reduced to a more appropriate price. unfortunately, the whole experience sealed the deal on being totally over the place.   and so begins the search for a new sushi joint... if anyone has suggestions for killer sushi (that includes creative rolls), i'm all ears!",0
"i struggle between two and three stars...but the d bag count dropped them a star.    sure can't blame the place, but i can decide i don't want to go based on the clientele, and let's face it, this place is arcadia d bag/drunk frat/wanna be central. so, 2 stars.  on a quiet night or lazy afternoon, it's not so bad and the vig rig is a great idea (more places should take the idea and run with it).  but, on a busy night, ugh, save me.    also, not so bad if you can get a booth and watch the sights, which is usually jaw dropping ridiculous.  do people know that trying to be cool, is not cool?  just chill brah!  that woman could care less about your tribal arm band...but trust me, you can find someone here who does care.  food is so so. simple done well is better than unique done ok...and the vig tends to lean towards the unique side. service ranges from good to ok.  but, sorry, the drunk d's playing bocce and talking at a volume so that they can be heard at chelsea's kitchen...yeah, costing em stars.",0
since my last review i have been here many times and i must say there service has improved a lot!  i really do love their food... as of late i am stuck on their artesian tuna melt... yum!  so they get another star:),1
"i just had the most amazing breakfast...i'm so excited about this place i am typing up this review as i finish my meal.  my husband and i have recently gone ""organic"" so we have been looking for a breakfast place that catered to this type of clientele.  i had the hawaiian breakfast that included fried eggs,  fresh roasted pork, cabbage, jasmine rice, fried wontons and a drizzle of soy sauce.  delish!  i've eaten food in hawaii and this is exactly what it tastes like!  my husband had the monte cristo with strawberry jam at the bottom and if i wasn't soo full from my own meal i'd finish his.  the food came out fast and hot.  i'm contemplating staying here until lunch and eating lunch too, but they may get sick of me so i'll try lunch another day.  i would recommend this to anyone looking for delicious food.  we sat on the patio, which made the experience that much more enjoyable.  if i could choose 6 stars...i would.",1
"literally...the worst dining experience of my life. so much went wrong (i will try to keep it short).  i made a reservation for 8pm, 8 people on a saturday. i called at 5pm, giving ample notice. walk in at 7:58 (2 minutes early) and the table isn't ready. no bother, we wait outside, chit chat but happen to notice a very sparsely occupied patio, which we could have sat at. 20 minutes later. no table. finally at 8:40 we sit down. what use are reservations? but this isn't the worst part...  we sit and wait for another 10 minutes and are approached by a frantic server: can i get you drinks? sure. we order an excess. (you're about to get tipped well if you can make this happen tonight).  waiting on the drinks...my throat is getting parched...where are the drinks? we get them another 20 minutes later (it's already 9pm folks...an hour after i was supposed to have my table). here comes mr. frantic again - brings 2 drinks...we're missing some.  he apologizes and confesses he forgot to ring in the other.. ya kidding me? finally drops it off. cool...   but the fun doesn't stop there. my friend orders an appetizer. expresses she wants this to be her entree...to be brought out with everyone else's. it does not happen. he just stares at the table, his mouth agape. say something. fix this. send the manager over. do something.  next up? i don't eat meat...i am served meat. cool. frantic server dude is now blaming someone else for this transgression and has the manager come over to drop off my meager  portion of food. the manager says nothing. not ""sorry, not how are you this evening? apologies n such."" just drops it off, and forces a smile. what are we doing wrong here as patrons? am i on freaking candid camera?! (what happened to that show anyway...)  ugh...at this point we all just want to shovel food down our throats and get the hell out. we do the 2 for $40 deal. where's the dessert we ordered? blame the cooks magoo has his back turned to our table, and is chatting away with his friends. this is not a joke. we sit...and sit...and sit...ya think he would have turned around at some point to, i don't know: check on his customers who are going to be tipping him.  finally my friend taps him on the shoulder and asks if he can box up the dessert so we can just take it with us.  i open my leftovers today and not everything's in there. i hate this place. hate. slow...yet the servers run around like chickens with their heads cut off. the food isn't great, that's if they can get your order right in the first place. it's pointless getting a reservation. oh and it was my birthday.  they knew this! their home office should really make a secret shop and see what's happening at the mill ave location.  ya suck.  don't eat here. i know it's mill...but save yourself the 2 hour shit show i experienced.",0
"i previously wrote a review about this bar, but it no longer seems to be on the web site. i have been here multiple times and the food and beer is always consistent. irish nachos are great, the beer is good, and they have a monthly beer special. i also liked it because it was next to my apartment and a good location on gilbert & baseline. a lot of traffic in this area. so why then is the bar usually empty? i have been here on friday nights, saturday nights, and other times most bars would be busy and yet it was not here. in my previous review i included photos showing how empty the bar was and how they had more televisions than patrons. the problem is the bar is marketed toward men who are come there as much for the women working as they do beer, food, or televisions. but too frequently when i visited they had no women. the host was a dude, the server was a dude, the bartender was a dude. on two prior occasions i saw one ""kilt girl"". instead it was dudes in kilts. if i wanted to see that i would stay at home, dig my kilt out of the drawer, and look at myself in the mirror. i did go about two weeks ago and i saw a difference - everyone working (the desk, servers, and bar) were kilt girls.   apparently the change was too little, too late. i saw the signs up yesterday (because i always chuckled at the ""voted phoenix number 1 sports bar"" sign on the side of the building when the bar was usually empty), but today i was surprised to see no signage at all. that stupid sign was down, the name on the building, and the name on the sign all gone. the corporate web site no longer shows the mesa location and going to their page directly shows page not found sorry, that page no longer exists...  i was surprised at the suddeness of operational one day, gone the next but i can't say i am surprised it was closed.",0
"i'm not sure what it is about fatburger that's caused it to fall out of my good graces so, but here we are at two lowly stars. maybe it's because my first fb experience was at the las vegas strip fatburger, at three in the morning, surrounded by hookers, pimps, punters, johns, pushers, bookies, trannies, and all remaining manner of late-night underbelly. it added charm, whimsy, and terrifying people watching.  since then, every time i've been progressively more disappointed. we've reached the nadir here, with burgers that lack any real flavor to me, unless i punch them up with the tasty cholesterol of a fried egg on them. i don't know what they're not doing, but when smashburger just down the street is creating a burger of kings, jam-packed with smash flavor, i can't help but be disappointed at the lifeless patty of beef crying out for a savior of spice. alas, none to be found, it forces its way down my gullet, falling into a heap of shame and indigestion.  the fries are, well, they're run-of-the-mill frozen steak fries.  i suppose for someone that bills themselves as the last great hamburger stand, i really wish they'd focus on, you know, making great hamburgers. for now, i'll swing down to smashburger or, in a pinch, shame-eat at five guys.",0
"we do an ""ethnic dinner"" every other month and this month it was my turn. i am so glad that i picked beaver choice because it was fabulous.  the place itself is tiny and food is ordered from the front counter. the kid that was taking orders was very helpful and a real sweetheart. the wait time is considerable, but as long as you aren't in a hurry, the food is worth the wait.  i ordered the laxpudding with sides of broccoli, home made coleslaw, and dill potatoes. my friend ordered the swedish meatballs.  i'm not sure what i actually received since it doesn't seem to match the description of laxpudding from their menu. i think what i actually received was the salmonburger & skagenrora. it was very good, but i'm not really a salmonburger kind of girl. the topping on it was fantastic though!   the broccoli was delicious and perfectly cooked. the dill potatoes were also very good and holy cannoli, they are seriously dill. if you like dill, try these potatoes.  my friend raved about the swedish meatballs - even scrapping the plate with her fork to try to get any of the remnants. she said they were better than ikea which since i've never tried them and she says they are great, i'm going to assume this is a high compliment to beaver choice's meatballs.  i got a beaver ball to go based on reviews on yelp mentioning them. they were super chocolaty - i think dark chocolate? my husband swears there was coconut in them which he didn't like... i didn't notice coconut, but that doesn't mean anything.  i can't wait to go back to try other things on their menu... especially the schnitzel which is what they are known for. delicious food and excellent, warm service. great place!!",1
"we've been twice now, and nothing we have had has been very good. the ice cream and cake were mediocre, the onion rings were crispy-initially, the burgers were way overdone and made from cheap beef. ask the bone chip in my husband's burger. the mushrooms were the canned pieces and stems variety, and the fries were crispy but heavy. the cole-slaw was excessively sweet and completely limp.   the service has ranged from complete disinterest- no greeting, no eye-contact, and i had to beg for refills- to interactions between employees so uncomfortable that i wanted to say something. it's great if you have rapport, but the customers don't need to see you slap each other around and overhear you gossiping about each other- even in play. or, if you hate your job at 5 & diner, please find another one and stop throwing the dishes around at a volume that hurts my ears and ruins my experience.   management needs to intervene before this phoenix institution falls apart.",0
"let's start by saying that ""tradiciones"" no longer exists and now the place is called ""mariscos vuelve la vida"".   the spanish translation to this phrase is ""seafood gives life"".   ironically, this is what this restaurant is missing... life.  made the mistake of taking some out of town relatives to eat here.  one in the party had been here before when it was tradiciones and fell in love with the patio and the ""mexicaness"" of it all.  is mexicaness a word?  i don't think so but i like it.   we ordered fried tilapia, fried red snapper, two chicken quesadillas, one carne asada platter, one chicken burrito, one modelo negro beer and one margarita.  all the dishes were accompanied by a fake yellow rice and refried beans.  these have to be addressed first.  i say fake yellow rice because they were trying to make the typical mexican rice but failed.  the rice was plain, saltless white rice with a few peas in it.  a mexican place that doesn't know how to make a flavorful yellow rice?? shame, shame muchachos.  what a flavorless scoop of i don't know what!  really?  i told the cook i would gladly come by free of charge and teach the cooks how to make really really good yellow rice but she just listened and then said she would tell the cook.   and now for the refried beans.  mushy, flavorless, saltless something.  if i had had a blindfold i never would have guess i was eating beans.  beans can be soooo delicious made with tender loving care and seasoned properly with garlic, onions and yes...something called salt.   then for the carne asada, aka, shoe leather.  thin slices of beef with no salt or pepper, or any seasoning for that matter.  telling the waitress that it was overcooked and tough when she asked how the food was did not help.  she just walked away.  was she muttering ""that's how we always make it"" under her breath as she walked away?  the two fried fish dishes lacked salt, were overcooked and a tad greasy.  the quesadilla & burrito were passable but nothing  worth a return visit.  however, the modelo negro beer was excellent and that's how this restaurant earned its one star rating.   btw, the chips were fresh and plentiful.  so if you want to go to a restaurant just for chips and water, you are good to go at this place. mariscos vuelve la vida, contrary to its name, will be on its last legs shortly. we should start calling the emt's now and give it some mouth to mouth.  it is going to need it.",0
"when i read the positive reviews of tradiciones on yelp and in the papers, i can't help but wonder why it is that my husband and i have had such different experiences. we've been twice; once the service was barely acceptable and once the service was the worst i have ever had in my life. god only knows why we gave it a second chance. the waitress barely acknowledged us and then completely disappeared midway through our meal. we tried in vain to get the attention of several others, including a manager, to get our check. we ended up waiting at least half an hour, and that was after my husband got up and convinced someone to give a &^%@#.  we both left with the distinct feeling that if we were hispanic, this would not have happened. the food was average: decent chips, good spice level, greasy cheese.",0
"pepin has been around forever and the novelty of the flamenco dancing isn't enough to eclipse the otherwise only-okay food, high prices, and sometimes dodgy service. (not to mention they're randomly-being-closed).   the paella is really quite expensive, and unless they're dumping entire handfuls of saffron into each pan (they're not), it's pretty well over-priced. it's also essentially impossible to share, since it's a per-person charge, which is frustrating.  the crab and black rice croquettes were a pleasant surprise, i'll give them that, but service is typically slow, paella is typically only just decent, and overall, it's not really worth it beyond the initial novelty. (it's really dated inside, to boot.)  i prefer tapas papas fritas up the road a bit, though they don't offer flamenco, but their food quality and service is generally much better.",0
we had a great staycation here. its big and very modern but comfy. the room was really nice and clean.  the pool area was small but pretty and they have a hot tub which we loved late at night.  the restaurant was great there as well. each morning we had the breakfast buffet. room service was great late night and fast.  the staff was really nice and helpful. we had some issues with our keys one night and the security guy came out to help us very quickly.   the space had a convention going on while we were there and it seemed like it was a great spot for them as well.   overall we had a great time!,1
"i never thought it was possible to get crs (chinese restaurant syndrome) at a vegetarian restaurant.  i can't believe i brought my family including one vegan visiting from la to green.  there was no skill or sense in the balance of flavors in any of the dishes.  obviously whoever made the food does not eat it themselves.  all the dishes were overwhemingly drenched in sauce assaulting the taste buds with either saltiness or sourness.    the wings were incredibly sour and then when you dip them into the ranch sauce it becomes unbearably salty as well.  thank goodness for the celery sticks.    the salad contained hardly any figs which we really had to dig for to find two small pieces.  and the balsamic was really sour.  in smaller amounts it would probably have tasted fine.  the apricot miso bowl was really sour again.  and for a vegetarian restaurant, it would've been nice to see more vegetables.  we wish all the sauces came on the side so that we could actually have tasted the other components of the dishes.   the texas portabello po-boy was also over-sauced.  the only redeeming part of it was the tahini coleslaw.  that was nice and crunchy and properly seasoned.  it seems to me that the chef needs to check in on the kitchen or taste his food more often.",0
"the new vig in downtown on fillmore is a cute little restaurant. i really enjoy sitting outside on the patio. everything on the happy hour menu is amazing and my favorite drink is now the moreland marg- it has habanero infused tequila in it and wow it is spicy, but good at the same time.  one of this day i will come back and try out the rest of the menu.",1
"i want to start out this review by saying - i am never going back to moto.   i went there one time with a group. i was excited to try a new sushi place and normally really love sushi. however, there was a really bad odor when i walked in so i opted against trying the fish there out of fear of food poisoning. i can't comment on how the sushi is at moto. instead, i decided to try the pho. i have eaten pho at many places around town and typically enjoy it. not at moto. the broth was a darker color than i am used to and had a funny after taste. i couldn't even get through about 1/4 of it before i lost my appetite.   most of the other members of my group didn't like the food much either. my advice is that there are too many other places near moto for good sushi and pho to risk trying this place.",0
"we went during the week and we were the only customers in the place. the service was great-i'll say that right off the bat. not that the staff had anything better to do, as we were their only customers, but the guy who turned out to be our waiter held the door for us as we entered and left. he refilled our water numerous times, and was prompt with our food.   the food was ok. i ordered pad thai ( i know it's a thai staple but i always really like it, and what better for a test of good thai?) and my man ordered a different noodle dish with the flat, rice noodles. the price was average. i liked my mans' dish better than mine, somehow the pad thai tasted a little....weird. couldn't put my finger on it.   the decor looked like a converted fast food joint. you know how mcdonalds or wendy's will have that glass-enclosed area in the front with the sloped glass ceiling overhead? well, that was there. so it kind of reminded me of such a place.   yah, just wasn't enough to make me want to come back, but i'll still give them props for good service.",0
"have heard good things about this place for months. should have checked yelp for latest before going and could have ducked the bullet that was chicken fried steak lunch.   john p's review said it all.  my lunch was institutional and canned tasting.  the ""real"" mash potato tasted like it could have been fake with a slick & sticky texture. may be breakfast would have been better.",0
wide variety of flavors from super sweet to decadent to fruity. great value - great taste. the google map attached to the addressed is hosed. the frost gelato shoppe is actually in san tan village mall next to  brio tuscan grille,1
"this email serves as a public apology to all grape vine karaoke regulars:  i apologoze that a bussload of 30 somethings gals came rolling into your bar and caused all sorts of drunken havoc on your night.  it was my bachelorette party and i just really wanted to sing.  i sang, i think and i have pictures of us all singing, just no real memory of the singing.  anyhow--- i think we had a great time!",1
"let me just start by saying that i don't like this place, i looooove it! ahhh pita jungle were have you been all my life?! i had heard about this place for years and never went for two reasons.  1. the closest one was in tempe at the time and i lived in n.peoria 2. my husband(you know who you are) wouldn't take me because he didn't like it. booo!  anyway, they finally opened one up in glendale! so hear i am in pita heaven.  i've been a big fan of hummus, but until i tried the cilantro jalapeno hummus here, i had no idea! i could easily lick the plate and if i didn't have to share, i totally would! the pesto, spinach and tomato pizza is amazing and the shwarma is equally delicious!   i just recently made a visit and tried the veggie burger, more like a sandwich only because they serve it on whole wheat slices of sandwich bread. my friend took a look at my plate and gave the look as if to say "" i could have made this at home."" i took a great big bite outta that sad homemade looking thing and didn't stop til she had another look on her face like ""where the hell did your food go?"" the patty was full of chunky vegetables and came with a spread(forgot to ask what it was) that complimented the sandwich quit well. i have also had the thousand bean burrito and it is the only thing that i would not recommend. if your hungry and you love beans, go for it! it's a large portion, they should call it the 7000 bean burrito! i am not that person.  the end",1
"kokopelli winery is in a great location but the food and wine are wanting.   the white wines were very strange and the reds didn't make me want to buy a case.  i did purchase three wines- one white and two reds, hoping that at a later time i might grow to love them.  the whites are too sweet for me and the flavors are weird. yes weird. the food wasn't bad, but we did really enjoy the music.  it is fun just to check out.  i will go back and try different vintages from kokopelli in the future.  it may end up developing some unique vintages and is different enough to make it worth my time.",0
"weak.  overpriced and forced to wait for everything.  other than the game of ""fake or real?"" that we played the entire time we were here this place sucked.  two stars because the only good part of the festival came in pairs.",0
